id_representant,raison_sociale,acronyme,statut_legal,site_internet,adr_numero,adr_voie,adr_boite_postale,adr_code_postal,adr_ville,adr_pays,adr_indicatif_telephone,adr_num_telephone,adr_precision_adresse,autre_categorie,objectif_mission,nb_personne,nb_card,complement_personne_activite_ri,initiative_assemblee,nb_personne_organisme,nature_juridique_adherent,autre_nature_juridique_adherent,nb_salarie_france,nb_salarie_etranger,nb_adherent_personne_physique,nb_adherent_personne_morale,memo_personne_morale,reseau,code_de_conduite,charte_lobbying,code,annee,"Chiffre d'affaires lié aux activités de RI effectués pour le compte de client auprès du Parlement 
(consultancies)",min_consultancies,max _consultancies,budget_global,cout_lobbying,min,max,relation_publique,precision_relation_publique,complement_information_financiere,memo_client,representant_interetcol,pjr_civilite,pjr_nom,pjr_prenom,pjr_fonction,categorie_full,categorie,secteur,Domaines d'activité et centres d'intérêt,fiche 
83,Syndicat National des Lycées et collèges,SNALC,Association loi 1884 Syndicat de salariés,www.snalc.fr,4,Rue de Trévise,NULL,75009,PARIS,France,NULL,147700055,Néant,NULL,"Défendre l'école de la République, la transmission des savoirs et les intérêts catégoriels des personnels relevant du ministère de l'Education Nationale.",2,2,Néant,Rencontre avec plusieurs députés dans le cadre du débat sur la loi de Refondation de l'Ecole. Audition par plusieurs groupes parlementaires.,205,Personnes physiques,SYNDICAT,NULL,NULL,10 000,0,Néant,"Membre de la Confédération Syndicale de l'Education Nationale (CSEN) rattaché à la Fédération Générale Autonome des Fonctionnaires (FGAF), toutes deux domiciliées au siège du SNALC, 4, rue de Trévise, 75009 Paris",Néant,,, 2012/2013,N/A,N/A,N/A,1450000,Entre 0 et 10 000 €,0,10000,0,Néant,Néant,NULL,Oui,Monsieur,Portzer,François,Président National du SNALC,Syndicat,Organisation représentative,"Éducation, enseignement, formation","Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/78
5,SYNDICAT NATIONAL DES MONITEURS DU SKI FRANCAISSNMSF,SNMSF,SYNDICAT PROFESSIONNEL,www.esf.net,6,Allée des Mitaillères,NULL,38240,MEYLAN,France,33,04 76 90 67 36,NULL,NULL, Faciliter la reconnaissance de la profession de moniteur de ski auprès des députés.,1,1,"Gilles CHABERT, Président",Aucune,1 960,Personnes physiques_x000D_," Moniteurs de ski des Ecoles du Ski Français, travailleurs indépendants",NULL,NULL,17 000,0,Aucune,NULL,NULL,,, 2012/2013,N/A,N/A,N/A,5000000,Entre 10 000 et 20 000 €,10000,20000,0,NULL,NULL,NULL,Oui,Monsieur, CHABERT,Gilles, Président,Syndicat,Organisation représentative,"Sport, loisirs, tourisme ","Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation - Professions libérales - Professions libérales - Professions libérales - Sport, loisirs, tourisme - Sport, loisirs, tourisme - Sport, loisirs, tourisme",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/150
246,Syndicat National des Vétérinaires d'Exercice Libéral,SNVEL,Syndicat professionnel,www.snvel.fr,,,,,,,,,10 Place Léon Blum 75011 PARIS France 0144933000,,"Le SNVEL représente les intérêts des vétérinaires praticiens libéraux, experts de l'animal et de ses interactions avec l'homme et l'environnement. Il s'engage pour leurs intérêts actuels et futurs et ceux de leurs entreprises.",17,5,15 administrateurs élus du SNVEL 2 permanents du SNVEL,Loi d'avenir pour l'Agriculture,,Personnes physiques ,Vétérinaires praticiens libéraux,4,,2200,,,"UNAPL
Fédération des Syndicats Vétérinaires de France (FSVF)
Fédération Vétérinaire Européenne (FVE)UNAPL
Fédération des Syndicats Vétérinaires de France (FSVF)
Fédération Vétérinaire Européenne (FVE)UNAPL
Fédération des Syndicats Vétérinaires de France (FSVF)
Fédération Vétérinaire Européenne (FVE)",Les élus du Conseil d'Administration sont des vétérinaires praticiens qui respectent le code de déontologie vétérinaire.,,Charte de déontologie professionnelle,2014,,,,919467,Entre 0 et 10 000 €,0,10000,NULL,NULL,RAS,,oui,Madame,DAUMAS ,Anne ,Directrice,Organisation professionnelle,Organisation représentative,"Agriculture, élevage, pêche, bois","Agriculture, élevage, pêche, bois - Agroalimentaire - Collectivités locales - Consommation et concurrence - Droit des sociétés - Éducation, enseignement, formation - Emploi - Énergie, eau - Environnement, écologie, développement durable - Fiscalité - Professions libérales - Santé",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/5
191,SYNTEC CONSEIL EN RELATIONS PUBLICS,,Syndicat professionnel,www.syntec-rp.com,148,Boulevard Haussmann,NULL,75008,Paris,France,NULL,144334900,NULL,NULL,"CREE EN 1988, SYNTEC CONSEIL EN RELATIONS PUBLICS REPRESENTE LES ENTREPRISES SPECIALISEES EN CONSEIL EN RELATIONS PUBLICS AU SEIN DE LA FEDERATION SYNTEC ET DU MEDEF. LE SYNDICAT COMPTE UNE QUARANTAINE D'AGENCES REPRESENTANT PRES DE 1400 COLLABORATEURS QUI PARTAGENT LA MEME DEONTOLOGIE DANS LA PRATIQUE DE LEURS METIERS. LE SYNDICAT A POUR MISSION LA PROMOTION DES RELATIONS PUBLICS EN FRANCE ET A L'ETRANGER, LA DEFENSE DES INTERETS DE LA PROFESSION, LA CONTRIBUTION AU DEVELOPPEMENT DE LA PROFESSION (DEONTOLOGIE, FORMATION, QUALITE) ET LA REPRESENTATION DE LA PROFESSION AUPRES DES POUVOIRS PUBLICS ET DES ORGANISATIONS REPRESENTATIVES DE LA COMMUNICATION.",4,4,"LA COMMISSION ""AFFAIRES PUBLIQUES"" DE SYNTEC CONSEIL EN RELATIONS PUBLICS RASSEMBLES LES PROFESSIONNELS DE LA REPRESENTATION D'INTERETS DES ENTREPRISES ADHERENTES A SYNTEC CONSEIL EN RELATIONS PUBLICS. CES ENTREPRISES SONT MULTI-ACTIVITES  (CERTAINES SONT MAJORITAIREMENT PRESTATAIRES DE COMMUNICATION CORPORATE, D'AUTRES DE COMMUNICATION EVENEMENTIELLE OU ENCORE DIGITALE) ; LA REPRESENTATION D'INTERETS CONSTITUE UN DEPARTEMENT SPECIALISE AU SEIN DE CES ENTREPRISES. LES QUATRE PERSONNES INDIQUEES  COMME ""BENEFICIAIRES DE LA CARTE DE REPRESENTANTS D'INTERETS"" SONT LES RESPONSABLES DE LA COMMISSION ""AFFAIRES PUBLIQUES"" DE SYNTEC CONSEIL EN RELATIONS PUBLICS._x000D_",INITIATIVE 1 / DEPOT D'AMENDEMENTS AU PLF AFIN D'ATTIRER L'ATTENTION DU GOUVERNEMENT SUR UNE FAILLE DU CADRE FISCAL DE REFERENCE POUR LES ENTREPRENEURS DU SPACE_x000D_INITIATIVE 2 / RENDEZ-VOUS PARLEMENTAIRES ET SUIVI DES SEANCES PUBLIQUES POUR INFORMER LES ELUS DES CONSEQUENCES D'AMENDEMENTS CONCERNANT UN SYNDICAT D'UNE FILIERE PROFESSIONNELLE_x000D_,1,Personnes morales_x000D_,Entreprises,NULL,NULL,0,47,"ADOCOM, ALBINE&CO, ALTERIS ENVIRONNEMENT, AMALTHEA, AROMATES, AUVRAY & ASSOCIÉS, BABEL, BORACAY, BURSON-MARSTELLER I&E, CAP & CIME PR, CAPITAL IMAGE, COHN & WOLFE, COMCORP, EDELMAN, FHCOM, FLEISHMAN-HILLARD, FLORENCE GILLIER & ASSOCIÉS, FP&A, GOLIN, GOOTENBERG, H+K STRATÉGIES, IDENIUM, INFLUELSE, KABLE COMMUNICATION, KALAAPA, KETCHUM, KINGCOM, LE PUBLIC SYSTÈME, LES ATELIERS CORPORATE, LEWIS PR, MAARC, MONET + ASSOCIÉS,OGILVY PUBLIC RELATIONS, PEPPER MENTHE COMMUNICATION, PROFILE PR, PUBLICIS CONSULTANTS FRANCE, SELF IMAGE, TBWA CORPORATE, THOMAS MARKO & ASSOCIÉS, VFC RELATIONS PUBLICS, VP STRAT & COM, WE AGENCY, WEBER SHANDWICK, WELLCOM, YUCATAN, ZMIROV COMMUNICATION_x000D__x000D_","SYNTEC CONSEIL EN RELATIONS PUBLICS EST MEMBRE DE : LA FEDERATION SYNTEC, LE MEDEF, LE GPS (GROUPEMENT DES PROFESSIONNELS DES SERVICES, DE L'ICCO (INTERNATIONAL COMMUNICATION CONSULTANCY ORGANIZATION)","LES AGENCES ADHERENTES DE SYNTEC CONSEIL EN RELATIONS PUBLICS S'ENGAGENT A RESPECTER ET PROMOUVOIR LES PRINCIPES DE DEONTOLOGIE ET DE PRATIQUE ETHIQUE QUI REGISSENT LA PROFESSION EN FRANCE ET A L'ETRANGER : LE CODE DE DEONTOLOGIE DE SYNTEC CONSEIL EN RELATIONS PUBLICS, LA CHARTE ETHIQUE DU PROFESSIONNEL DE LA COMMUNICATION DE CRISE DE SYNTEC CONSEIL EN RELATIONS PUBLICS, LE CODE DE CONDUITE DE L'INTERNATIONAL PUBLICS RELATIONS ASSOCIATION, LA CHARTE DE STOCKHOLM DE L'INTERNATIONAL COMMUNICATION CONSULTANCY ASSOCIATION, LA CHARTE RELATIVE A L'EXERCICE DE LA PROFESSION DE CONSEIL EN LOBBYING DE L'ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES, LE CODE DE LISBONNE DE LA CONFEDERATION EUROPEENNE DES RELATIONS PUBLICS, LE CODE D'ATHENES DE L'INTERNATIONAL PUBLIC RELATIONS ASSOCIATION.",,Charte de déontologie professionnelle,2013,N/A,N/A,N/A,246027,Entre 0 et 10 000 €,0,10000,0,NULL,NULL,NULL,Oui,Monsieur,Wellhoff,Thierry,Président,Syndicat,Association d'entreprises,"Affaires publiques, communication","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Agroalimentaire - Artisanat - Artisanat - Artisanat - Artisanat - Artisanat - Artisanat - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assuranc",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/42
33,THALES,,S.A.,www.thalesgroup.com,31,place des Corolles,CS20001,92098,PARIS LA DEFENSE,France,33,1 57 77 80 00,NULL,NULL,"Aéronautique, espace, défense, sécurité, transports",3,1,NULL,"Veille législative, rendez-vous avec Rapporteurs et Députés",NULL,NULL,NULL,33 000,28 000,NULL,NULL,NULL,GIFAS,Code d'Ethique de Thales,,Charte de déontologie interne ,2014,N/A,N/A,N/A,13000000000,Entre 100 000 et 150 000 €,100000,150000,0,NULL,NULL,NULL,Oui,Monsieur,MULTON,Hervé,"Directeur Général adjoint Stratégie, Recherche et Technologie",Entreprise,Entreprise,"Défense, aéronautique, sécurité",NULL,http://www2.assemblee-nationale.fr/representant/representant_interet_detail/20
244,THE ONE CAMPAIGN,,"Etablissement principal français d'une association de droit américain, enregistrée selon les lois du District de Columbia",WWW.ONE.ORG,,,,,,,,,"47 Rue du Montparnasse 75014 Paris France Adresse du siège international : 1400 Eye Street, Suite 600 Washington, DC 20005 Etats-Unis (+33) 1 40 64 17 30",,"ONE est une organisation de campagnes et de plaidoyer, soutenue par près de 7 millions de membres à travers le monde, qui agit pour en finir avec l'extrême pauvreté et les maladies évitables, particulièrement en Afrique.",5,5,,"Rendez-vous avec des députés et des sénateurs, dans le cadre du budget 2015, sur les questions d'aide au développement. Audition par Madame Gaymard et Monsieur Mancel, rapporteurs de la mission Aide Publique au Développement.",,Personnes physiques ,,8,,6976758,,,"Partenaire de Coordination Sud
Membre de la plateforme Publiez ce que vous payez
Membre de la campagne Action/2015Partenaire de Coordination Sud
Membre de la plateforme Publiez ce que vous payez
Membre de la campagne Action/2015Partenaire de Coordination Sud
Membre de la plateforme Publiez ce que vous payez
Membre de la campagne Action/2015",NULL,,,2014,,,,27800000,Entre 10 000 et 20 000 €,10000,20000,NULL,NULL,"Le budget global de ONE indiqué est celui au niveau international.
Le budget des coûts liés aux activités directes de représentation d'intérêts est celui de ONE France (y compris les salaires).Le budget global de ONE indiqué est celui au niveau international.
Le budget des coûts liés aux activités directes de représentation d'intérêts est celui de ONE France (y compris les salaires).Le budget global de ONE indiqué est celui au niveau international.
Le budget des coûts liés aux activités directes de représentation d'intérêts est celui de ONE France (y compris les salaires).",,oui,Madame,RÖDER ,Friederike ,Directrice,Organisation non gouvernementale,"Association, ONG","Gouvernance, droits de l'Homme","Affaires institutionnelles, vie publique - Budget et finances publiques - Coopération et Développement - Fiscalité",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/230
9,Thomas Legrain Conseil,,Sarl,www.thomas-legrain-conseil.com,15-23,Léon Geffroy,NULL,94400,Vitry-sur-Seine,France,NULL,01 46 80 73 25,NULL,NULL,"Depuis 2007, nous intervenons dans les domaines du conseil en stratégie, de la communication et du lobbying.",1,1,NULL,"Organisation d'événements réunissant des parlementaires et des attachés parlementaires (petits-déjeuners et dîners débat)._x000D_Rendez-vous avec des parlementaires pour le compte de nos clients._x000D_Rédaction et diffusion de ""lettres aux parlementaires"" pour certains de nos clients._x000D_Conseil de nos clients dans le cadre de projets de loi, lorsqu'ils sont directement concernés par ces derniers.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Membre de l'Association des Conseils en Lobbying et Affaires Publiques (AFCL),Charte de l'AFCL,Charte de lobbying AFCL,, 1er avril 2012 - 31 mars 2013,Entre 50 000 et 100 000 €,50.000,100.000,N/A,N/A,N/A,N/A,NULL,NULL,NULL,Association des Femmes Hussiers de Justice de France (AFHJF)_x000D_Cercle d'étude et de Rapprochement de Dermatologie et Psychanalyse (CERDP)_x000D_Union Francilienne des Centres de Gestion et Associations Agréées (UFCA)_x000D_Fédération des Centres de Gestion Agréés (FCGA)_x000D_Fondation Greffe de Vie,Oui,Monsieur,Legrain,Thomas,Associé gérant,Cabinets de consultants spécialisés,Conseil privé,"Affaires publiques, communication",Gouvernance - Gouvernance - Gouvernance - Industrie - Industrie - Industrie - Professions libérales - Professions libérales - Professions libérales - Santé - Santé - Santé,http://www2.assemblee-nationale.fr/representant/representant_interet_detail/174
102,TOTAL S.A.,TOTAL,S.A.,www.total.com,2,Place Jean Millier - La Défense 6,NULL,92078,Paris-La-Défense,France,33,01 47 44 45 46,NULL,NULL,Recherche_x000D_Production d'hydrocarbures_x000D_Raffinage et chimie_x000D_Energies nouvelles,33200,1,NULL,"Auditions sur les thèmes suivants : _x000D_Energie-climat, Impact économique mondial de l'exploitation des hydrocarbures de schiste, Nouvelles données de la géopolitique de l'énergie, Pays émergents Asie du Sud-est, Exil des forces vives en France, PLF 2015 - Mission sports, jeunesse et vie associative.",NULL,NULL,NULL,33 200,65 600,NULL,NULL,NULL,NULL,Code de conduite TOTAL_x000D_Charte éthique du Lobbying_x000D_Charte ARPP,Charte de lobbying interne ; Charte de lobbying ARPP,,2013,N/A,N/A,N/A,190000000000,Entre 0 et 10 000 €,0,10000,0,NULL,_x000D_,NULL,Oui,Monsieur,Pouyanné,Patrick,Directeur général,Entreprise,Entreprise,"Énergie, eau ","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Arts et culture - Arts et culture - Arts et culture - Commerce, distribution - Commerce, distribution - Commerce, distribution - Droit des sociétés - Droit des sociétés - Droit des sociétés - Éducation, enseignement, formation - Éducation, enseignement, formation - Éducation, enseignement, formation - Énergie, eau - Énergie, eau - Énergie, eau - Fiscalité - Fiscalité - Fiscalité - Industrie - Industrie - Industrie - Politique régionale - Politique régionale - Politique régionale - Recherche et technologie - Recherche et technologie - Recherche et technologie",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/165
48,Transdev,,SA,transdev.net,32,Boulevard Gallieni,NULL,92130,Issy les Moulineaux,France,33,1 74 34 20 00,NULL,NULL,"Transport public, Mobilité durable",2,2,NULL,"auditions à la demande des commissions; rendez-vous avec les députés et les administrateurs; suivi des travaux parlementaires (ferroviaire, décentralisation, transports, fiscalité des entreprises, transposition de directive européenne).",NULL,NULL,NULL,35 000,60 000,NULL,NULL,NULL,UITP (union internationale des transports publics)_x000D_UTP (union des transports publics et ferroviaires français)_x000D_UNSPIC (union nationale des services publics industriels et commerciaux)_x000D_Institut de la gestion déléguée_x000D_Communauté européenne du rail_x000D_FNTV (fédération nationale des transports de voyageurs),Le Groupe Transdev a adopté un Code éthique en 2013,,Charte de déontologie interne,2012,N/A,N/A,N/A,Entre 7 750 000 et 8 000 000 €,Entre 200 000 et 250 000 €,200000,250000,0,NULL,NULL,NULL,Oui,Monsieur,JANAILLAC,Jean-Marc,Président-Directeur général,Entreprise,Entreprise,"Transports, logistique","Transports, logistique - Transports, logistique - Transports, logistique - Transports, logistique",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/25
38,Transparency International France,Transparency France,Association loi 1901,www.transparency-france.org,14,Passage Dubail,NULL,75010,Paris,France,33,184169565,NULL,NULL,"Transparency International France a pour objectif de contribuer à améliorer la transparence et l'intégrité de la vie publique et économique. par son action résolue en matière de prévention et de lutte contre la corruption, Transparency International France entend contribuer au développement de comportements éthiques et, ce faisant, aux conditions de la confiance entre les différents acteurs de la société.",6,1,"Les représentants de Transparency International France, qui participent, au nom de l'association, à des actions de lobbying auprès des députés ne sont pas les mêmes en fonction du sujet traité (domaines d'expertise spécifiques).","Dossiers de plaidoyer ayant donné lieu à des actions en direction de l'Assemblée nationale :_x000D_- Prévention des conflits d'intérêts et suivi des lois sur la transparence de 2013 (premier bilan des lois, recommandations sur l'exemplarité des responsables publics et le financement de la vie politique, auditions sur les PL sur la déontologie des fonctionnaires et des magistrats)_x000D_- Encadrement du lobbying (évaluation du dispositif, lancement d'une base de positions, rapport en octobre)_x000D_- Protection des lanceurs d'alerte (notes et recommandations, participation à des colloques)",6,Personnes physiques_x000D_Personnes morales_x000D_,"entreprises, ordres professionnels, associations",NULL,NULL,250,30,Aéroports de Paris_x000D_AXA_x000D_Carrefour_x000D_Compagnie Nationale des Commissaires aux Comptes_x000D_Crédit Agricole S.A_x000D_Crédit Mutuel_x000D_Daiichi Sankyo France_x000D_Ernst & Young France_x000D_Essilor International_x000D_Française Des Jeux_x000D_GDF Suez_x000D_Hôtel Cyrnos_x000D_KPMG France_x000D_La Poste_x000D_Lafarge_x000D_L’Oréal_x000D_Macif Gestion_x000D_Natixis_x000D_Observatoire de la Responsabilité Sociétale des Entreprises (ORSE)_x000D_Orange_x000D_Renault_x000D_Service Public 2000_x000D_Pernod-Ricard_x000D_Saint-Gobain_x000D_Schneider Electric_x000D_SNCF_x000D_Suez Environnement_x000D_SGS France_x000D_Société Générale_x000D_Tilder,"Transparency International France est membre du mouvement international Transparency International (secrétariat international basé à Berlin, Allemagne) _x000D_L'association est également membre de la plateforme d'ONG ""Paradis fiscaux et judiciaires"" et de la coalition française ""Publiez ce que vous payez"".",Charte des valeurs et mise en oeuvre des recommandations de Transparency International France sur le lobbying,,Charte de déontologie interne,NULL,N/A,N/A,N/A,326371,Entre 10 000 et 20 000 €,10000,20000,0,NULL,Toutes les données financières sont disponibles en ligne : http://www.transparency-france.org/ewb_pages/div/Finances.php,NULL,Oui,Monsieur,Lebègue,Daniel,Président,Organisation non gouvernementale,"Association, ONG","Gouvernance, droits de l'Homme","Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Affaires institutionnelles, vie publique - Banque, Assurance, finances - Banque, Assurance, finances - Banque, Assurance, finances - Collectivités locales - Collectivités locales - Collectivités locales - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Gouvernance - Gouvernance - Gouvernance - Justice et affaires intérieures - Justice et affaires intérieures - Justice et affaires intérieures",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/21
221,UNION DES ANNONCEURS,UDA,Association 1901,www.uda.fr,53,avenue Victor Hugo,NULL,75116,Paris,France,33,1 45 00 79 10,www.uda.fr,NULL,"L'Union des Annonceurs est l'organisation représentative des annonceurs, c'est-à-dire des entreprises qui recourent aux différentes techniques de communication pour promouvoir leurs produits et services, notoriété et image._x000D_De nombreuses lois ont un impact sur la liberté de communiquer.",3,2,NULL,- loi consommation_x000D_- loi sur les ondes électromagnétiques_x000D_- loi égalité femmes / hommes_x000D_- loi avenir de l'agriculture_x000D_Toutes ces lois comportent des dispositions sur la publicité,18,Personnes morales_x000D_,"Annonceurs toutes structures confondues (entreprises, fédérations, associations...)",NULL,NULL,0,300,cf rapport annuel ci-joint,Fédération mondiale des annonceurs_x000D_MEDEF,- Charte Union des annonceurs sur la communication responsable_x000D_- Régulation professionnelle concertée au sein de l'Autorité de Régulation Professionnelle de la Publicité (ARPP),,Charte de déontologie professionnelle,2014,N/A,N/A,N/A,3000000,Entre 150 000 et 200 000 €,150000,200000,1,"Aucun intermédiaire actuellement_x000D_Par le passé Boury & Associés, Interel",NULL,NULL,Oui,Monsieur,BOZO,Pierre-Jean,Directeur Général,Organisation professionnelle,Association d'entreprises,"Affaires publiques, communication","Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Audiovisuel et médias, économie numérique - Arts et culture - Arts et culture - Arts et culture - Arts et culture - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Consommation et concurrence - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Presse, édition - Presse, édition - Presse, édition - Presse, édition",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/241
198,Union des Industries  de la Protection des Plantes,UIPP,Association,www.uipp.org,2,rue Denfert Rochereau,NULL,92660,Boulogne Billancourt cédex,France,33,01 41 31 52 00,NULL,NULL,"L'UIPP est une organisation professionnelle regroupant 22 entreprises qui mettent sur le marché et commercialisent des produits phytopharmaceutiques et des solutions de protection des cultures dans le domaine agricole. L'UIPP définit des positions et des actions communes dont elle est porte-parole auprès des autorités gouvernementales, des pouvoirs publics et des parties prenantes.",5,5,NULL,"Organisation et participation à des rendez-vous, envoi de courriers et de courriels, de notes argumentaires, dans le cadre du suivi du projet de loi d'avenir pour l'agriculture, l'alimentation et la forêt, des projets de loi de finances, du projet de loi consommation, de la proposition de loi visant à mieux encadrer l'utilisation des produits phytosanitaires sur le territoire national et de la proposition de loi renforçant la lutte contre la  contrefaçon.",10,Personnes morales_x000D_,"Nos adhérents sont des entreprises qui mettent au point, développent, mettent sur le marché et commercialisent des produits phytopharmaceutiques  et des solutions de protection des plantes destinés à protéger les cultures contre les mauvaises herbes, les insectes nuisibles et les maladies. Les solutions proposées apportent une contribution majeure pour une production régulière de denrées agricoles saines, variées et compatibles avec une agriculture raisonnée.",NULL,NULL,0,22,"Adama France, Agriphar crop solutions/MacDermid Agricultural solutions France SAS, Agriphar France SAS, Arysta Lifescience SAS, Basf Agro SAS, Bayer SAS/Bayercropscience, Belchim crop protection France SA, Certis France, Cheminova Agro France SAS, De Sangosse SA, Dow Agrosciences distribution SAS, Dupont solutions France SAS, Gowan France SAS, Monsanto agriculture France SAS, Nufarm SAS, Philagro France, Phyteurop,  Sapec Agro France SAS, Sumi Agro France SAS, Syngenta Agro SAS, Tradi agri SA, UPL France.","L'UIPP agit dans un cadre déontologique auquel tous ses adhérents souscrivent, en cohérence avec les organisations mondiales (CrofLife International) et européennes(ECPA - European Crop Protection Association) ainsi que l'UIC (Union des Industries Chimiques).",NULL,,,2014,N/A,N/A,N/A,3900000,Entre 20 000 et 30 000 €,20000,30000,1,Cabinet M&M Conseil,NULL,NULL,Oui,Madame,Pommaret,Eugénia,Directrice Générale,Organisation professionnelle,Association d'entreprises,"Agriculture, élevage, pêche, bois","Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Agriculture, élevage, pêche, bois - Énergie, eau - Énergie, eau - Énergie, eau - Énergie, eau - Énergie, eau - Énergie, eau - Énergie, eau - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Environnement, écologie, développement durable - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Fiscalité - Industrie - Industrie - Industrie - Industrie - Industrie - Industrie - Industrie - Recherche et technologie - Recherche et technologie - Recherche et technologie - Recherche et technologie - Recher",http://www2.assemblee-nationale.fr/representant/representant_interet_detail/143
